gold,Program,MethodType,RequirementID,MethodID,classGold,VariableTraceValue
N,chess,Inner,4,173,Trace,U
N,chess,Inner,5,173,Trace,U
N,chess,Inner,6,173,Trace,U
N,chess,Inner,7,173,Trace,U
N,chess,Inner,8,173,NoTrace,U
N,chess,Root,1,174,Trace,T
N,chess,Root,2,174,Trace,N
N,chess,Root,3,174,NoTrace,N
N,chess,Root,4,174,Trace,N
N,chess,Root,5,174,Trace,N
T,chess,Root,6,174,Trace,T
T,chess,Root,7,174,Trace,T
N,chess,Root,8,174,NoTrace,N
N,chess,Leaf,1,175,Trace,T
N,chess,Leaf,2,175,Trace,N
N,chess,Leaf,3,175,NoTrace,N
N,chess,Leaf,4,175,Trace,N
N,chess,Leaf,5,175,Trace,N
T,chess,Leaf,6,175,Trace,T
T,chess,Leaf,7,175,Trace,T
N,chess,Leaf,8,175,NoTrace,N
N,chess,Leaf,1,176,Trace,T
N,chess,Leaf,2,176,Trace,T
N,chess,Leaf,3,176,NoTrace,N
N,chess,Leaf,4,176,Trace,T
N,chess,Leaf,5,176,Trace,N
N,chess,Leaf,6,176,Trace,N
T,chess,Leaf,7,176,Trace,T
N,chess,Leaf,8,176,NoTrace,N
N,chess,Leaf,1,177,Trace,T
N,chess,Leaf,2,177,Trace,N
N,chess,Leaf,3,177,NoTrace,N
N,chess,Leaf,4,177,Trace,N
N,chess,Leaf,5,177,Trace,N
N,chess,Leaf,6,177,Trace,N
T,chess,Leaf,7,177,Trace,T
N,chess,Leaf,8,177,NoTrace,N
T,chess,Leaf,1,178,Trace,T
N,chess,Leaf,2,178,Trace,N
N,chess,Leaf,3,178,NoTrace,N
N,chess,Leaf,4,178,Trace,N
T,chess,Leaf,5,178,Trace,T
N,chess,Leaf,6,178,Trace,N
N,chess,Leaf,7,178,Trace,N
N,chess,Leaf,8,178,NoTrace,N
N,chess,Leaf,1,179,Trace,N
N,chess,Leaf,2,179,Trace,N
N,chess,Leaf,3,179,NoTrace,N
N,chess,Leaf,4,179,Trace,N
N,chess,Leaf,5,179,Trace,N
N,chess,Leaf,6,179,Trace,T
T,chess,Leaf,7,179,Trace,T
N,chess,Leaf,8,179,NoTrace,N
N,chess,Leaf,1,180,Trace,T
N,chess,Leaf,2,180,Trace,N
N,chess,Leaf,3,180,NoTrace,N
N,chess,Leaf,4,180,Trace,N
N,chess,Leaf,5,180,Trace,N
T,chess,Leaf,6,180,Trace,T
T,chess,Leaf,7,180,Trace,T
N,chess,Leaf,8,180,NoTrace,N
N,chess,Inner,1,181,Trace,T
N,chess,Inner,2,181,Trace,N
N,chess,Inner,3,181,NoTrace,N
N,chess,Inner,4,181,Trace,N
N,chess,Inner,5,181,Trace,N
N,chess,Inner,6,181,Trace,T
T,chess,Inner,7,181,Trace,T
N,chess,Inner,8,181,NoTrace,N
N,chess,Inner,1,182,Trace,T
N,chess,Inner,2,182,Trace,N
N,chess,Inner,3,182,NoTrace,N
N,chess,Inner,4,182,Trace,N
N,chess,Inner,5,182,Trace,N
T,chess,Inner,6,182,Trace,T
T,chess,Inner,7,182,Trace,T
N,chess,Inner,8,182,NoTrace,N
N,chess,Root,1,183,Trace,T
N,chess,Root,2,183,Trace,N
N,chess,Root,3,183,NoTrace,N
N,chess,Root,4,183,Trace,N
N,chess,Root,5,183,Trace,N
T,chess,Root,6,183,Trace,T
T,chess,Root,7,183,Trace,T
N,chess,Root,8,183,NoTrace,N
N,chess,Root,1,184,Trace,T
N,chess,Root,2,184,Trace,N
N,chess,Root,3,184,NoTrace,N
N,chess,Root,4,184,Trace,N
N,chess,Root,5,184,Trace,N
T,chess,Root,6,184,Trace,T
T,chess,Root,7,184,Trace,T
N,chess,Root,8,184,NoTrace,N
T,chess,Leaf,1,185,Trace,T
T,chess,Leaf,2,185,Trace,T
N,chess,Leaf,3,185,NoTrace,N
N,chess,Leaf,4,185,Trace,T
N,chess,Leaf,5,185,Trace,N
N,chess,Leaf,6,185,Trace,N
T,chess,Leaf,7,185,Trace,T
N,chess,Leaf,8,185,NoTrace,N
T,chess,Leaf,1,186,Trace,T
N,chess,Leaf,2,186,Trace,N
N,chess,Leaf,3,186,NoTrace,N
N,chess,Leaf,4,186,Trace,N
N,chess,Leaf,5,186,Trace,N
N,chess,Leaf,6,186,Trace,T
N,chess,Leaf,7,186,Trace,T
N,chess,Leaf,8,186,NoTrace,N
T,chess,Leaf,1,187,Trace,T
N,chess,Leaf,2,187,Trace,N
N,chess,Leaf,3,187,NoTrace,N
N,chess,Leaf,4,187,Trace,N
N,chess,Leaf,5,187,Trace,N
N,chess,Leaf,6,187,Trace,T
N,chess,Leaf,7,187,Trace,T
N,chess,Leaf,8,187,NoTrace,N
T,chess,Leaf,1,188,Trace,T
N,chess,Leaf,2,188,Trace,N
N,chess,Leaf,3,188,NoTrace,N
N,chess,Leaf,4,188,Trace,N
N,chess,Leaf,5,188,Trace,N
N,chess,Leaf,6,188,Trace,N
N,chess,Leaf,7,188,Trace,T
N,chess,Leaf,8,188,NoTrace,N
T,chess,Leaf,1,190,Trace,T
N,chess,Leaf,2,190,Trace,N
N,chess,Leaf,3,190,NoTrace,N
N,chess,Leaf,4,190,Trace,N
N,chess,Leaf,5,190,Trace,N
N,chess,Leaf,6,190,Trace,T
N,chess,Leaf,7,190,Trace,T
N,chess,Leaf,8,190,NoTrace,N
T,chess,Leaf,1,191,Trace,T
N,chess,Leaf,2,191,Trace,N
N,chess,Leaf,3,191,NoTrace,N
N,chess,Leaf,4,191,Trace,N
N,chess,Leaf,5,191,Trace,N
N,chess,Leaf,6,191,Trace,N
N,chess,Leaf,7,191,Trace,N
N,chess,Leaf,8,191,NoTrace,N
T,chess,Leaf,1,192,Trace,T
N,chess,Leaf,2,192,Trace,N
N,chess,Leaf,3,192,NoTrace,N
N,chess,Leaf,4,192,Trace,N
N,chess,Leaf,5,192,Trace,N
N,chess,Leaf,6,192,Trace,N
N,chess,Leaf,7,192,Trace,N
N,chess,Leaf,8,192,NoTrace,N
T,chess,Leaf,1,193,Trace,T
N,chess,Leaf,2,193,Trace,N
N,chess,Leaf,3,193,NoTrace,N
N,chess,Leaf,4,193,Trace,N
N,chess,Leaf,5,193,Trace,N
N,chess,Leaf,6,193,Trace,T
N,chess,Leaf,7,193,Trace,T
N,chess,Leaf,8,193,NoTrace,N
T,chess,Leaf,1,194,Trace,T
N,chess,Leaf,2,194,Trace,N
N,chess,Leaf,3,194,NoTrace,N
N,chess,Leaf,4,194,Trace,N
N,chess,Leaf,5,194,Trace,N
N,chess,Leaf,6,194,Trace,N
N,chess,Leaf,7,194,Trace,T
N,chess,Leaf,8,194,NoTrace,N
N,chess,Leaf,1,195,Trace,N
N,chess,Leaf,2,195,Trace,N
N,chess,Leaf,3,195,NoTrace,N
N,chess,Leaf,4,195,Trace,N
N,chess,Leaf,5,195,Trace,N
T,chess,Leaf,6,195,Trace,T
T,chess,Leaf,7,195,Trace,T
N,chess,Leaf,8,195,NoTrace,N
T,chess,Leaf,1,196,Trace,T
N,chess,Leaf,2,196,Trace,N
N,chess,Leaf,3,196,NoTrace,N
N,chess,Leaf,4,196,Trace,N
N,chess,Leaf,5,196,Trace,N
N,chess,Leaf,6,196,Trace,T
N,chess,Leaf,7,196,Trace,T
N,chess,Leaf,8,196,NoTrace,N
T,chess,Leaf,1,197,Trace,T
N,chess,Leaf,2,197,Trace,N
N,chess,Leaf,3,197,NoTrace,N
N,chess,Leaf,4,197,Trace,N
N,chess,Leaf,5,197,Trace,N
N,chess,Leaf,6,197,Trace,T
N,chess,Leaf,7,197,Trace,T
N,chess,Leaf,8,197,NoTrace,N
N,chess,Inner,1,198,Trace,N
N,chess,Inner,2,198,Trace,N
N,chess,Inner,3,198,NoTrace,N
N,chess,Inner,4,198,Trace,N
N,chess,Inner,5,198,Trace,N
T,chess,Inner,6,198,Trace,T
T,chess,Inner,7,198,Trace,T
N,chess,Inner,8,198,NoTrace,N
N,chess,Inner,1,199,Trace,T
N,chess,Inner,2,199,Trace,N
N,chess,Inner,3,199,NoTrace,N
N,chess,Inner,4,199,Trace,N
N,chess,Inner,5,199,Trace,N
N,chess,Inner,6,199,Trace,T
T,chess,Inner,7,199,Trace,T
N,chess,Inner,8,199,NoTrace,N
T,chess,Inner,1,200,Trace,U
T,chess,Inner,2,200,Trace,U
N,chess,Inner,3,200,NoTrace,U
N,chess,Inner,4,200,Trace,U
N,chess,Inner,5,200,Trace,U
N,chess,Inner,6,200,Trace,U
N,chess,Inner,7,200,Trace,U
N,chess,Inner,8,200,NoTrace,U
N,chess,Inner,1,201,Trace,U
N,chess,Inner,2,201,Trace,U
N,chess,Inner,3,201,NoTrace,U
N,chess,Inner,4,201,Trace,U
N,chess,Inner,5,201,Trace,U
T,chess,Inner,6,201,Trace,U
T,chess,Inner,7,201,Trace,U
N,chess,Inner,8,201,NoTrace,U
T,chess,Leaf,1,202,Trace,T
T,chess,Leaf,2,202,Trace,T
N,chess,Leaf,3,202,NoTrace,N
N,chess,Leaf,4,202,Trace,N
T,chess,Leaf,5,202,Trace,T
N,chess,Leaf,6,202,Trace,T
N,chess,Leaf,7,202,Trace,T
N,chess,Leaf,8,202,NoTrace,N
N,chess,Root,1,203,Trace,T
N,chess,Root,2,203,Trace,T
N,chess,Root,3,203,NoTrace,N
N,chess,Root,4,203,Trace,N
N,chess,Root,5,203,Trace,T
T,chess,Root,6,203,Trace,T
T,chess,Root,7,203,Trace,T
N,chess,Root,8,203,NoTrace,N
N,chess,Inner,1,204,Trace,T
N,chess,Inner,2,204,NoTrace,N
N,chess,Inner,3,204,NoTrace,N
N,chess,Inner,4,204,Trace,T
N,chess,Inner,5,204,NoTrace,N
T,chess,Inner,6,204,Trace,T
T,chess,Inner,7,204,Trace,T
N,chess,Inner,8,204,NoTrace,N
N,chess,Inner,1,205,Trace,U
N,chess,Inner,2,205,NoTrace,U
N,chess,Inner,3,205,NoTrace,U
N,chess,Inner,4,205,Trace,U
N,chess,Inner,5,205,NoTrace,U
T,chess,Inner,6,205,Trace,U
T,chess,Inner,7,205,Trace,U
N,chess,Inner,8,205,NoTrace,U
N,chess,Inner,1,206,Trace,N
N,chess,Inner,2,206,NoTrace,N
N,chess,Inner,3,206,NoTrace,N
N,chess,Inner,4,206,Trace,T
N,chess,Inner,5,206,NoTrace,N
T,chess,Inner,6,206,Trace,T
T,chess,Inner,7,206,Trace,T
N,chess,Inner,8,206,NoTrace,N
N,chess,Inner,1,208,Trace,N
N,chess,Inner,2,208,NoTrace,N
N,chess,Inner,3,208,NoTrace,N
N,chess,Inner,4,208,Trace,T
N,chess,Inner,5,208,NoTrace,N
T,chess,Inner,6,208,Trace,T
T,chess,Inner,7,208,Trace,T
N,chess,Inner,8,208,NoTrace,N
N,chess,Inner,1,209,Trace,T
N,chess,Inner,2,209,NoTrace,T
N,chess,Inner,3,209,NoTrace,N
N,chess,Inner,4,209,Trace,T
N,chess,Inner,5,209,NoTrace,N
T,chess,Inner,6,209,Trace,T
T,chess,Inner,7,209,Trace,T
N,chess,Inner,8,209,NoTrace,N
N,chess,Inner,1,210,Trace,T
N,chess,Inner,2,210,NoTrace,T
N,chess,Inner,3,210,NoTrace,N
N,chess,Inner,4,210,Trace,T
N,chess,Inner,5,210,NoTrace,N
T,chess,Inner,6,210,Trace,T
T,chess,Inner,7,210,Trace,T
N,chess,Inner,8,210,NoTrace,N
N,chess,Inner,1,211,Trace,T
N,chess,Inner,2,211,NoTrace,T
N,chess,Inner,3,211,NoTrace,N
T,chess,Inner,4,211,Trace,T
N,chess,Inner,5,211,NoTrace,N
N,chess,Inner,6,211,Trace,T
N,chess,Inner,7,211,Trace,T
N,chess,Inner,8,211,NoTrace,N
N,chess,Inner,1,212,Trace,T
N,chess,Inner,2,212,NoTrace,T
N,chess,Inner,3,212,NoTrace,N
N,chess,Inner,4,212,Trace,T
N,chess,Inner,5,212,NoTrace,N
T,chess,Inner,6,212,Trace,T
T,chess,Inner,7,212,Trace,T
N,chess,Inner,8,212,NoTrace,N
N,chess,Inner,1,213,Trace,U
N,chess,Inner,2,213,NoTrace,U
N,chess,Inner,3,213,NoTrace,U
N,chess,Inner,4,213,Trace,U
N,chess,Inner,5,213,NoTrace,U
T,chess,Inner,6,213,Trace,U
T,chess,Inner,7,213,Trace,U
N,chess,Inner,8,213,NoTrace,U
N,chess,Inner,1,214,Trace,T
N,chess,Inner,2,214,NoTrace,T
N,chess,Inner,3,214,NoTrace,N
N,chess,Inner,4,214,Trace,T
N,chess,Inner,5,214,NoTrace,N
T,chess,Inner,6,214,Trace,T
T,chess,Inner,7,214,Trace,T
N,chess,Inner,8,214,NoTrace,N
N,chess,Inner,1,215,Trace,N
N,chess,Inner,2,215,NoTrace,N
N,chess,Inner,3,215,NoTrace,N
N,chess,Inner,4,215,Trace,T
N,chess,Inner,5,215,NoTrace,N
T,chess,Inner,6,215,Trace,T
T,chess,Inner,7,215,Trace,T
N,chess,Inner,8,215,NoTrace,N
N,chess,Inner,1,216,Trace,T
N,chess,Inner,2,216,NoTrace,T
N,chess,Inner,3,216,NoTrace,N
N,chess,Inner,4,216,Trace,T
N,chess,Inner,5,216,NoTrace,N
T,chess,Inner,6,216,Trace,T
T,chess,Inner,7,216,Trace,T
N,chess,Inner,8,216,NoTrace,N
N,chess,Inner,1,217,Trace,T
N,chess,Inner,2,217,NoTrace,N
N,chess,Inner,3,217,NoTrace,N
N,chess,Inner,4,217,Trace,T
N,chess,Inner,5,217,NoTrace,N
T,chess,Inner,6,217,Trace,T
T,chess,Inner,7,217,Trace,T
N,chess,Inner,8,217,NoTrace,N
N,chess,Inner,1,218,Trace,U
N,chess,Inner,2,218,NoTrace,U
N,chess,Inner,3,218,NoTrace,U
N,chess,Inner,4,218,Trace,U
N,chess,Inner,5,218,NoTrace,U
T,chess,Inner,6,218,Trace,U
T,chess,Inner,7,218,Trace,U
N,chess,Inner,8,218,NoTrace,U
N,chess,Inner,1,219,Trace,N
N,chess,Inner,2,219,NoTrace,N
N,chess,Inner,3,219,NoTrace,N
N,chess,Inner,4,219,Trace,T
N,chess,Inner,5,219,NoTrace,N
T,chess,Inner,6,219,Trace,T
T,chess,Inner,7,219,Trace,T
N,chess,Inner,8,219,NoTrace,N
N,chess,Inner,1,220,Trace,N
N,chess,Inner,2,220,NoTrace,N
N,chess,Inner,3,220,NoTrace,N
N,chess,Inner,4,220,Trace,T
N,chess,Inner,5,220,NoTrace,N
T,chess,Inner,6,220,Trace,T
T,chess,Inner,7,220,Trace,T
N,chess,Inner,8,220,NoTrace,N
N,chess,Leaf,1,222,Trace,T
N,chess,Leaf,2,222,NoTrace,N
N,chess,Leaf,3,222,NoTrace,N
N,chess,Leaf,4,222,Trace,T
N,chess,Leaf,5,222,NoTrace,N
T,chess,Leaf,6,222,Trace,T
T,chess,Leaf,7,222,Trace,T
N,chess,Leaf,8,222,NoTrace,N
N,chess,Leaf,1,223,Trace,N
N,chess,Leaf,2,223,NoTrace,N
N,chess,Leaf,3,223,NoTrace,N
N,chess,Leaf,4,223,Trace,N
N,chess,Leaf,5,223,NoTrace,N
T,chess,Leaf,6,223,Trace,T
T,chess,Leaf,7,223,Trace,T
N,chess,Leaf,8,223,NoTrace,N
N,chess,Leaf,1,224,Trace,T
N,chess,Leaf,2,224,NoTrace,N
N,chess,Leaf,3,224,NoTrace,N
N,chess,Leaf,4,224,Trace,T
N,chess,Leaf,5,224,NoTrace,N
T,chess,Leaf,6,224,Trace,T
T,chess,Leaf,7,224,Trace,T
N,chess,Leaf,8,224,NoTrace,N
N,chess,Leaf,1,225,Trace,T
N,chess,Leaf,2,225,NoTrace,N
N,chess,Leaf,3,225,NoTrace,N
N,chess,Leaf,4,225,Trace,T
N,chess,Leaf,5,225,NoTrace,N
T,chess,Leaf,6,225,Trace,T
T,chess,Leaf,7,225,Trace,T
N,chess,Leaf,8,225,NoTrace,N
N,chess,Leaf,1,226,Trace,T
N,chess,Leaf,2,226,NoTrace,N
N,chess,Leaf,3,226,NoTrace,N
T,chess,Leaf,4,226,Trace,T
N,chess,Leaf,5,226,NoTrace,N
N,chess,Leaf,6,226,Trace,T
N,chess,Leaf,7,226,Trace,T
N,chess,Leaf,8,226,NoTrace,N
N,chess,Inner,1,227,Trace,U
N,chess,Inner,2,227,NoTrace,U
N,chess,Inner,3,227,NoTrace,U
N,chess,Inner,4,227,Trace,U
N,chess,Inner,5,227,NoTrace,U
T,chess,Inner,6,227,Trace,U
T,chess,Inner,7,227,Trace,U
N,chess,Inner,8,227,NoTrace,U
N,chess,Inner,1,228,Trace,T
N,chess,Inner,2,228,NoTrace,T
N,chess,Inner,3,228,NoTrace,N
N,chess,Inner,4,228,Trace,T
N,chess,Inner,5,228,NoTrace,N
T,chess,Inner,6,228,Trace,T
T,chess,Inner,7,228,Trace,T
N,chess,Inner,8,228,NoTrace,N
N,chess,Inner,1,229,Trace,U
N,chess,Inner,2,229,NoTrace,U
N,chess,Inner,3,229,NoTrace,U
N,chess,Inner,4,229,Trace,U
N,chess,Inner,5,229,NoTrace,U
T,chess,Inner,6,229,Trace,U
T,chess,Inner,7,229,Trace,U
N,chess,Inner,8,229,NoTrace,U
T,chess,Leaf,1,230,Trace,T
N,chess,Leaf,2,230,NoTrace,N
N,chess,Leaf,3,230,NoTrace,N
T,chess,Leaf,4,230,Trace,T
N,chess,Leaf,5,230,NoTrace,N
N,chess,Leaf,6,230,Trace,T
N,chess,Leaf,7,230,Trace,T
N,chess,Leaf,8,230,NoTrace,N
T,chess,Leaf,1,231,Trace,T
N,chess,Leaf,2,231,NoTrace,N
N,chess,Leaf,3,231,NoTrace,N
T,chess,Leaf,4,231,Trace,T
N,chess,Leaf,5,231,NoTrace,N
N,chess,Leaf,6,231,Trace,T
N,chess,Leaf,7,231,Trace,T
N,chess,Leaf,8,231,NoTrace,N
N,chess,Inner,1,232,Trace,N
N,chess,Inner,2,232,NoTrace,N
N,chess,Inner,3,232,NoTrace,N
N,chess,Inner,4,232,Trace,N
N,chess,Inner,5,232,NoTrace,N
T,chess,Inner,6,232,Trace,T
T,chess,Inner,7,232,Trace,T
N,chess,Inner,8,232,NoTrace,N
N,chess,Inner,1,233,Trace,T
N,chess,Inner,2,233,NoTrace,N
N,chess,Inner,3,233,NoTrace,N
T,chess,Inner,4,233,Trace,T
N,chess,Inner,5,233,NoTrace,N
N,chess,Inner,6,233,Trace,T
N,chess,Inner,7,233,Trace,T
N,chess,Inner,8,233,NoTrace,N
N,chess,Leaf,1,234,Trace,N
N,chess,Leaf,2,234,NoTrace,N
N,chess,Leaf,3,234,NoTrace,N
N,chess,Leaf,4,234,Trace,N
N,chess,Leaf,5,234,NoTrace,N
T,chess,Leaf,6,234,Trace,T
T,chess,Leaf,7,234,Trace,T
N,chess,Leaf,8,234,NoTrace,N
T,chess,Leaf,1,235,Trace,T
N,chess,Leaf,2,235,NoTrace,N
N,chess,Leaf,3,235,NoTrace,N
T,chess,Leaf,4,235,Trace,T
N,chess,Leaf,5,235,NoTrace,N
N,chess,Leaf,6,235,Trace,T
N,chess,Leaf,7,235,Trace,T
N,chess,Leaf,8,235,NoTrace,N
N,chess,Leaf,1,236,Trace,N
N,chess,Leaf,2,236,NoTrace,N
N,chess,Leaf,3,236,NoTrace,N
N,chess,Leaf,4,236,Trace,N
N,chess,Leaf,5,236,NoTrace,N
T,chess,Leaf,6,236,Trace,T
T,chess,Leaf,7,236,Trace,T
N,chess,Leaf,8,236,NoTrace,N
T,chess,Leaf,1,237,Trace,T
N,chess,Leaf,2,237,NoTrace,N
N,chess,Leaf,3,237,NoTrace,N
T,chess,Leaf,4,237,Trace,T
N,chess,Leaf,5,237,NoTrace,N
N,chess,Leaf,6,237,Trace,T
N,chess,Leaf,7,237,Trace,T
N,chess,Leaf,8,237,NoTrace,N
T,chess,Leaf,1,238,Trace,T
N,chess,Leaf,2,238,NoTrace,N
N,chess,Leaf,3,238,NoTrace,N
T,chess,Leaf,4,238,Trace,T
N,chess,Leaf,5,238,NoTrace,N
N,chess,Leaf,6,238,Trace,T
N,chess,Leaf,7,238,Trace,T
N,chess,Leaf,8,238,NoTrace,N
N,chess,Inner,1,239,Trace,T
N,chess,Inner,2,239,NoTrace,N
N,chess,Inner,3,239,NoTrace,N
T,chess,Inner,4,239,Trace,T
N,chess,Inner,5,239,NoTrace,N
N,chess,Inner,6,239,Trace,T
N,chess,Inner,7,239,Trace,T
N,chess,Inner,8,239,NoTrace,N
N,chess,Inner,1,252,NoTrace,U
N,chess,Inner,2,252,NoTrace,U
N,chess,Inner,3,252,NoTrace,U
N,chess,Inner,4,252,NoTrace,U
N,chess,Inner,5,252,NoTrace,U
T,chess,Inner,6,252,Trace,U
T,chess,Inner,7,252,Trace,U
N,chess,Inner,8,252,NoTrace,U
N,chess,Leaf,1,253,NoTrace,N
N,chess,Leaf,2,253,NoTrace,N
N,chess,Leaf,3,253,NoTrace,N
N,chess,Leaf,4,253,NoTrace,N
N,chess,Leaf,5,253,NoTrace,N
N,chess,Leaf,6,253,Trace,N
T,chess,Leaf,7,253,Trace,T
N,chess,Leaf,8,253,NoTrace,N
N,chess,Leaf,1,254,NoTrace,N
N,chess,Leaf,2,254,NoTrace,N
N,chess,Leaf,3,254,NoTrace,N
N,chess,Leaf,4,254,NoTrace,N
N,chess,Leaf,5,254,NoTrace,N
N,chess,Leaf,6,254,Trace,N
T,chess,Leaf,7,254,Trace,T
N,chess,Leaf,8,254,NoTrace,N
N,chess,Root,1,256,NoTrace,U
N,chess,Root,2,256,NoTrace,U
N,chess,Root,3,256,NoTrace,U
N,chess,Root,4,256,NoTrace,U
N,chess,Root,5,256,NoTrace,U
N,chess,Root,6,256,Trace,U
T,chess,Root,7,256,Trace,U
N,chess,Root,8,256,NoTrace,U
N,chess,Inner,1,257,NoTrace,U
N,chess,Inner,2,257,NoTrace,U
N,chess,Inner,3,257,NoTrace,U
N,chess,Inner,4,257,NoTrace,U
N,chess,Inner,5,257,NoTrace,U
N,chess,Inner,6,257,Trace,U
T,chess,Inner,7,257,Trace,U
N,chess,Inner,8,257,NoTrace,U
N,chess,Inner,1,258,NoTrace,T
N,chess,Inner,2,258,NoTrace,T
N,chess,Inner,3,258,NoTrace,N
N,chess,Inner,4,258,NoTrace,T
N,chess,Inner,5,258,NoTrace,N
N,chess,Inner,6,258,Trace,T
T,chess,Inner,7,258,Trace,T
N,chess,Inner,8,258,NoTrace,N
N,chess,Leaf,1,259,NoTrace,N
N,chess,Leaf,2,259,NoTrace,N
N,chess,Leaf,3,259,NoTrace,N
N,chess,Leaf,4,259,NoTrace,N
N,chess,Leaf,5,259,NoTrace,N
N,chess,Leaf,6,259,Trace,N
T,chess,Leaf,7,259,Trace,T
N,chess,Leaf,8,259,NoTrace,N
N,chess,Leaf,1,260,NoTrace,N
N,chess,Leaf,2,260,NoTrace,N
N,chess,Leaf,3,260,NoTrace,N
N,chess,Leaf,4,260,NoTrace,N
N,chess,Leaf,5,260,NoTrace,N
N,chess,Leaf,6,260,Trace,N
T,chess,Leaf,7,260,Trace,T
N,chess,Leaf,8,260,NoTrace,N
N,chess,Leaf,1,261,NoTrace,N
N,chess,Leaf,2,261,NoTrace,N
N,chess,Leaf,3,261,NoTrace,N
N,chess,Leaf,4,261,NoTrace,N
N,chess,Leaf,5,261,NoTrace,N
N,chess,Leaf,6,261,Trace,N
T,chess,Leaf,7,261,Trace,T
N,chess,Leaf,8,261,NoTrace,N
T,chess,Inner,1,262,Trace,T
N,chess,Inner,2,262,NoTrace,N
N,chess,Inner,3,262,NoTrace,N
N,chess,Inner,4,262,Trace,T
N,chess,Inner,5,262,Trace,N
N,chess,Inner,6,262,Trace,T
N,chess,Inner,7,262,Trace,T
N,chess,Inner,8,262,NoTrace,N
T,chess,Leaf,1,263,Trace,T
N,chess,Leaf,2,263,NoTrace,N
N,chess,Leaf,3,263,NoTrace,N
T,chess,Leaf,4,263,Trace,T
T,chess,Leaf,5,263,Trace,T
N,chess,Leaf,6,263,Trace,T
T,chess,Leaf,7,263,Trace,T
N,chess,Leaf,8,263,NoTrace,N
N,chess,Root,1,264,Trace,T
N,chess,Root,2,264,NoTrace,N
N,chess,Root,3,264,NoTrace,N
N,chess,Root,4,264,Trace,T
N,chess,Root,5,264,Trace,N
T,chess,Root,6,264,Trace,T
T,chess,Root,7,264,Trace,T
N,chess,Root,8,264,NoTrace,N
T,chess,Leaf,1,265,Trace,T
N,chess,Leaf,2,265,NoTrace,N
N,chess,Leaf,3,265,NoTrace,N
T,chess,Leaf,4,265,Trace,T
N,chess,Leaf,5,265,Trace,N
N,chess,Leaf,6,265,Trace,T
T,chess,Leaf,7,265,Trace,T
N,chess,Leaf,8,265,NoTrace,N
N,chess,Root,1,266,Trace,T
N,chess,Root,2,266,NoTrace,N
N,chess,Root,3,266,NoTrace,N
N,chess,Root,4,266,Trace,T
N,chess,Root,5,266,Trace,N
N,chess,Root,6,266,Trace,T
T,chess,Root,7,266,Trace,T
N,chess,Root,8,266,NoTrace,N
N,chess,Leaf,1,268,Trace,T
N,chess,Leaf,2,268,NoTrace,N
N,chess,Leaf,3,268,NoTrace,N
N,chess,Leaf,4,268,Trace,T
N,chess,Leaf,5,268,Trace,N
N,chess,Leaf,6,268,Trace,T
T,chess,Leaf,7,268,Trace,T
N,chess,Leaf,8,268,NoTrace,N
T,chess,Inner,1,269,Trace,T
N,chess,Inner,2,269,NoTrace,N
N,chess,Inner,3,269,NoTrace,N
N,chess,Inner,4,269,Trace,T
N,chess,Inner,5,269,Trace,T
T,chess,Inner,6,269,Trace,T
N,chess,Inner,7,269,Trace,T
N,chess,Inner,8,269,NoTrace,N
N,chess,Leaf,1,270,NoTrace,N
N,chess,Leaf,2,270,NoTrace,N
N,chess,Leaf,3,270,NoTrace,N
N,chess,Leaf,4,270,NoTrace,N
N,chess,Leaf,5,270,NoTrace,N
T,chess,Leaf,6,270,Trace,T
T,chess,Leaf,7,270,Trace,T
N,chess,Leaf,8,270,NoTrace,N
N,chess,Inner,1,271,NoTrace,N
N,chess,Inner,2,271,NoTrace,N
N,chess,Inner,3,271,NoTrace,N
N,chess,Inner,4,271,NoTrace,N
N,chess,Inner,5,271,NoTrace,N
T,chess,Inner,6,271,Trace,T
T,chess,Inner,7,271,Trace,T
N,chess,Inner,8,271,NoTrace,N
N,chess,Inner,1,272,NoTrace,N
N,chess,Inner,2,272,NoTrace,N
N,chess,Inner,3,272,NoTrace,N
N,chess,Inner,4,272,NoTrace,N
N,chess,Inner,5,272,NoTrace,N
T,chess,Inner,6,272,Trace,T
N,chess,Inner,7,272,Trace,N
N,chess,Inner,8,272,NoTrace,N
T,chess,Inner,1,277,Trace,T
N,chess,Inner,2,277,NoTrace,N
N,chess,Inner,3,277,NoTrace,N
N,chess,Inner,4,277,NoTrace,N
N,chess,Inner,5,277,NoTrace,N
N,chess,Inner,6,277,Trace,T
N,chess,Inner,7,277,Trace,T
N,chess,Inner,8,277,NoTrace,N
N,chess,Root,1,279,Trace,T
N,chess,Root,2,279,NoTrace,N
N,chess,Root,3,279,NoTrace,N
N,chess,Root,4,279,NoTrace,N
N,chess,Root,5,279,NoTrace,N
T,chess,Root,6,279,Trace,T
T,chess,Root,7,279,Trace,T
N,chess,Root,8,279,NoTrace,N
N,chess,Inner,1,280,Trace,T
N,chess,Inner,2,280,NoTrace,N
N,chess,Inner,3,280,NoTrace,N
N,chess,Inner,4,280,NoTrace,N
N,chess,Inner,5,280,NoTrace,N
T,chess,Inner,6,280,Trace,T
T,chess,Inner,7,280,Trace,T
N,chess,Inner,8,280,NoTrace,N
N,chess,Root,1,282,Trace,T
N,chess,Root,2,282,NoTrace,N
N,chess,Root,3,282,NoTrace,N
N,chess,Root,4,282,NoTrace,N
